"lon" "lat" "Continent" "Type" "Name" "Acronym"
"10419" 158.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10420" 159.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10421" 160.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10422" 161.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10423" 162.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10424" 163.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10425" 164.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10426" 165.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10427" 166.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10428" 167.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10429" 168.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10430" 169.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10431" 170.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10432" 171.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10433" 172.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10434" 173.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10435" 174.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10436" 175.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10437" 176.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10438" 177.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10439" 178.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10440" 179.5 61.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10441" -179.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10442" -178.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10443" -177.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10444" -176.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10445" -175.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10446" -174.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10447" -173.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10448" -172.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10449" -171.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10450" -170.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10451" -169.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10452" -168.5 60.5 "PACIFIC" "Ocean" "N.Pacific-Ocean" "NPO"
"10453" -167.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10454" -166.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10455" -165.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10456" -164.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10457" -163.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10458" -162.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10459" -161.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10460" -160.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10461" -159.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10462" -158.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10463" -157.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10464" -156.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10465" -155.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10466" -154.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10467" -153.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10468" -152.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10469" -151.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10470" -150.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10471" -149.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10472" -148.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10473" -147.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10474" -146.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10475" -145.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10476" -144.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10477" -143.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10478" -142.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10479" -141.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10480" -140.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10481" -139.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10482" -138.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10483" -137.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10484" -136.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10485" -135.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10486" -134.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10487" -133.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10488" -132.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10489" -131.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10490" -130.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10491" -129.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10492" -128.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10493" -127.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10494" -126.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10495" -125.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10496" -124.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10497" -123.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10498" -122.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10499" -121.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10500" -120.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10501" -119.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10502" -118.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10503" -117.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10504" -116.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10505" -115.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10506" -114.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10507" -113.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10508" -112.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10509" -111.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10510" -110.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10511" -109.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10512" -108.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10513" -107.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10514" -106.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10515" -105.5 60.5 "NORTH-AMERICA" "Land" "N.W.North-America" "NWN"
"10516" -104.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10517" -103.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10518" -102.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10519" -101.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10520" -100.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10521" -99.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10522" -98.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10523" -97.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10524" -96.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10525" -95.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10526" -94.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10527" -93.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10528" -92.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10529" -91.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10530" -90.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10531" -89.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10532" -88.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10533" -87.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10534" -86.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10535" -85.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10536" -84.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10537" -83.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10538" -82.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10539" -81.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10540" -80.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10541" -79.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10542" -78.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10543" -77.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10544" -76.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10545" -75.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10546" -74.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10547" -73.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10548" -72.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10549" -71.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10550" -70.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10551" -69.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10552" -68.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10553" -67.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10554" -66.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10555" -65.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10556" -64.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10557" -63.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10558" -62.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10559" -61.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10560" -60.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10561" -59.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10562" -58.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10563" -57.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10564" -56.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10565" -55.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10566" -54.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10567" -53.5 60.5 "NORTH-AMERICA" "Land" "N.E.North-America" "NEN"
"10568" -52.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10569" -51.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10570" -50.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10571" -49.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10572" -48.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10573" -47.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10574" -46.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10575" -45.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10576" -44.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10577" -43.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10578" -42.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10579" -41.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10580" -40.5 60.5 "POLAR" "Land" "Greenland/Iceland" "GIC"
"10581" -39.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10582" -38.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10583" -37.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10584" -36.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10585" -35.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10586" -34.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10587" -33.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10588" -32.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10589" -31.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10590" -30.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10591" -29.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10592" -28.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10593" -27.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10594" -26.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10595" -25.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10596" -24.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10597" -23.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10598" -22.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10599" -21.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10600" -20.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10601" -19.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10602" -18.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10603" -17.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10604" -16.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10605" -15.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10606" -14.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10607" -13.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10608" -12.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10609" -11.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10610" -10.5 60.5 "ATLANTIC" "Ocean" "N.Atlantic-Ocean" "NAO"
"10611" -9.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10612" -8.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10613" -7.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10614" -6.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10615" -5.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10616" -4.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10617" -3.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10618" -2.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10619" -1.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10620" -0.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10621" 0.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10622" 1.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10623" 2.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10624" 3.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10625" 4.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10626" 5.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10627" 6.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10628" 7.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10629" 8.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10630" 9.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10631" 10.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10632" 11.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10633" 12.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10634" 13.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10635" 14.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10636" 15.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10637" 16.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10638" 17.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10639" 18.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10640" 19.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10641" 20.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10642" 21.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10643" 22.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10644" 23.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10645" 24.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10646" 25.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10647" 26.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10648" 27.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10649" 28.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10650" 29.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10651" 30.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10652" 31.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10653" 32.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10654" 33.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10655" 34.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10656" 35.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10657" 36.5 60.5 "EUROPE" "Land" "N.Europe" "NEU"
"10658" 37.5 60.5 "EUROPE" "Land" "West&Central-Europe" "WCE"
"10659" 38.5 60.5 "EUROPE" "Land" "West&Central-Europe" "WCE"
"10660" 39.5 60.5 "EUROPE" "Land" "West&Central-Europe" "WCE"
"10661" 40.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10662" 41.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10663" 42.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10664" 43.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10665" 44.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10666" 45.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10667" 46.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10668" 47.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10669" 48.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10670" 49.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10671" 50.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10672" 51.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10673" 52.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10674" 53.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10675" 54.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10676" 55.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10677" 56.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10678" 57.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10679" 58.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10680" 59.5 60.5 "EUROPE" "Land" "E.Europe" "EEU"
"10681" 60.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10682" 61.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10683" 62.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10684" 63.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10685" 64.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10686" 65.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10687" 66.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10688" 67.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10689" 68.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10690" 69.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10691" 70.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10692" 71.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10693" 72.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10694" 73.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10695" 74.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10696" 75.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10697" 76.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10698" 77.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10699" 78.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10700" 79.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10701" 80.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10702" 81.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10703" 82.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10704" 83.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10705" 84.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10706" 85.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10707" 86.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10708" 87.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10709" 88.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10710" 89.5 60.5 "ASIA" "Land" "W.Siberia" "WSB"
"10711" 90.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10712" 91.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10713" 92.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10714" 93.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10715" 94.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10716" 95.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10717" 96.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10718" 97.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10719" 98.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10720" 99.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10721" 100.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10722" 101.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10723" 102.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10724" 103.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10725" 104.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10726" 105.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10727" 106.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10728" 107.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10729" 108.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10730" 109.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10731" 110.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10732" 111.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10733" 112.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10734" 113.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10735" 114.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10736" 115.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10737" 116.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10738" 117.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10739" 118.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10740" 119.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10741" 120.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10742" 121.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10743" 122.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10744" 123.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10745" 124.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10746" 125.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10747" 126.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10748" 127.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10749" 128.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10750" 129.5 60.5 "ASIA" "Land" "E.Siberia" "ESB"
"10751" 130.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10752" 131.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10753" 132.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10754" 133.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10755" 134.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10756" 135.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10757" 136.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10758" 137.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
"10759" 138.5 60.5 "ASIA" "Land" "Russian-Far-East" "RFE"
