"lon" "lat" "lm"
"9222" 41.5 64.5 1
"9223" 42.5 64.5 1
"9224" 43.5 64.5 1
"9225" 44.5 64.5 1
"9226" 45.5 64.5 1
"9227" 46.5 64.5 1
"9228" 47.5 64.5 1
"9229" 48.5 64.5 1
"9230" 49.5 64.5 1
"9231" 50.5 64.5 1
"9232" 51.5 64.5 1
"9233" 52.5 64.5 1
"9234" 53.5 64.5 1
"9235" 54.5 64.5 1
"9236" 55.5 64.5 1
"9237" 56.5 64.5 1
"9238" 57.5 64.5 1
"9239" 58.5 64.5 1
"9240" 59.5 64.5 1
"9241" 60.5 64.5 1
"9242" 61.5 64.5 1
"9243" 62.5 64.5 1
"9244" 63.5 64.5 1
"9245" 64.5 64.5 1
"9246" 65.5 64.5 1
"9247" 66.5 64.5 1
"9248" 67.5 64.5 1
"9249" 68.5 64.5 1
"9250" 69.5 64.5 1
"9251" 70.5 64.5 1
"9252" 71.5 64.5 1
"9253" 72.5 64.5 1
"9254" 73.5 64.5 1
"9255" 74.5 64.5 1
"9256" 75.5 64.5 1
"9257" 76.5 64.5 1
"9258" 77.5 64.5 1
"9259" 78.5 64.5 1
"9260" 79.5 64.5 1
"9261" 80.5 64.5 1
"9262" 81.5 64.5 1
"9263" 82.5 64.5 1
"9264" 83.5 64.5 1
"9265" 84.5 64.5 1
"9266" 85.5 64.5 1
"9267" 86.5 64.5 1
"9268" 87.5 64.5 1
"9269" 88.5 64.5 1
"9270" 89.5 64.5 1
"9271" 90.5 64.5 1
"9272" 91.5 64.5 1
"9273" 92.5 64.5 1
"9274" 93.5 64.5 1
"9275" 94.5 64.5 1
"9276" 95.5 64.5 1
"9277" 96.5 64.5 1
"9278" 97.5 64.5 1
"9279" 98.5 64.5 1
"9280" 99.5 64.5 1
"9281" 100.5 64.5 1
"9282" 101.5 64.5 1
"9283" 102.5 64.5 1
"9284" 103.5 64.5 1
"9285" 104.5 64.5 1
"9286" 105.5 64.5 1
"9287" 106.5 64.5 1
"9288" 107.5 64.5 1
"9289" 108.5 64.5 1
"9290" 109.5 64.5 1
"9291" 110.5 64.5 1
"9292" 111.5 64.5 1
"9293" 112.5 64.5 1
"9294" 113.5 64.5 1
"9295" 114.5 64.5 1
"9296" 115.5 64.5 1
"9297" 116.5 64.5 1
"9298" 117.5 64.5 1
"9299" 118.5 64.5 1
"9300" 119.5 64.5 1
"9301" 120.5 64.5 1
"9302" 121.5 64.5 1
"9303" 122.5 64.5 1
"9304" 123.5 64.5 1
"9305" 124.5 64.5 1
"9306" 125.5 64.5 1
"9307" 126.5 64.5 1
"9308" 127.5 64.5 1
"9309" 128.5 64.5 1
"9310" 129.5 64.5 1
"9311" 130.5 64.5 1
"9312" 131.5 64.5 1
"9313" 132.5 64.5 1
"9314" 133.5 64.5 1
"9315" 134.5 64.5 1
"9316" 135.5 64.5 1
"9317" 136.5 64.5 1
"9318" 137.5 64.5 1
"9319" 138.5 64.5 1
"9320" 139.5 64.5 1
"9321" 140.5 64.5 1
"9322" 141.5 64.5 1
"9323" 142.5 64.5 1
"9324" 143.5 64.5 1
"9325" 144.5 64.5 1
"9326" 145.5 64.5 1
"9327" 146.5 64.5 1
"9328" 147.5 64.5 1
"9329" 148.5 64.5 1
"9330" 149.5 64.5 1
"9331" 150.5 64.5 1
"9332" 151.5 64.5 1
"9333" 152.5 64.5 1
"9334" 153.5 64.5 1
"9335" 154.5 64.5 1
"9336" 155.5 64.5 1
"9337" 156.5 64.5 1
"9338" 157.5 64.5 1
"9339" 158.5 64.5 1
"9340" 159.5 64.5 1
"9341" 160.5 64.5 1
"9342" 161.5 64.5 1
"9343" 162.5 64.5 1
"9344" 163.5 64.5 1
"9345" 164.5 64.5 1
"9346" 165.5 64.5 1
"9347" 166.5 64.5 1
"9348" 167.5 64.5 1
"9349" 168.5 64.5 1
"9350" 169.5 64.5 1
"9351" 170.5 64.5 1
"9352" 171.5 64.5 1
"9353" 172.5 64.5 1
"9354" 173.5 64.5 1
"9355" 174.5 64.5 1
"9356" 175.5 64.5 1
"9357" 176.5 64.5 1
"9358" 177.5 64.5 1
"9359" 178.5 64.5 0.75
"9360" 179.5 64.5 0.5
"9361" -179.5 63.5 0
"9362" -178.5 63.5 0
"9363" -177.5 63.5 0
"9364" -176.5 63.5 0
"9365" -175.5 63.5 0
"9366" -174.5 63.5 0
"9367" -173.5 63.5 0
"9368" -172.5 63.5 0
"9369" -171.5 63.5 1
"9370" -170.5 63.5 1
"9371" -169.5 63.5 0.5
"9372" -168.5 63.5 0.25
"9373" -167.5 63.5 0
"9374" -166.5 63.5 0
"9375" -165.5 63.5 0
"9376" -164.5 63.5 0.25
"9377" -163.5 63.5 0.5
"9378" -162.5 63.5 0.5
"9379" -161.5 63.5 0.5
"9380" -160.5 63.5 1
"9381" -159.5 63.5 1
"9382" -158.5 63.5 1
"9383" -157.5 63.5 1
"9384" -156.5 63.5 1
"9385" -155.5 63.5 1
"9386" -154.5 63.5 1
"9387" -153.5 63.5 1
"9388" -152.5 63.5 1
"9389" -151.5 63.5 1
"9390" -150.5 63.5 1
"9391" -149.5 63.5 1
"9392" -148.5 63.5 1
"9393" -147.5 63.5 1
"9394" -146.5 63.5 1
"9395" -145.5 63.5 1
"9396" -144.5 63.5 1
"9397" -143.5 63.5 1
"9398" -142.5 63.5 1
"9399" -141.5 63.5 1
"9400" -140.5 63.5 1
"9401" -139.5 63.5 1
"9402" -138.5 63.5 1
"9403" -137.5 63.5 1
"9404" -136.5 63.5 1
"9405" -135.5 63.5 1
"9406" -134.5 63.5 1
"9407" -133.5 63.5 1
"9408" -132.5 63.5 1
"9409" -131.5 63.5 1
"9410" -130.5 63.5 1
"9411" -129.5 63.5 1
"9412" -128.5 63.5 1
"9413" -127.5 63.5 1
"9414" -126.5 63.5 1
"9415" -125.5 63.5 1
"9416" -124.5 63.5 1
"9417" -123.5 63.5 1
"9418" -122.5 63.5 1
"9419" -121.5 63.5 1
"9420" -120.5 63.5 1
"9421" -119.5 63.5 1
"9422" -118.5 63.5 1
"9423" -117.5 63.5 1
"9424" -116.5 63.5 1
"9425" -115.5 63.5 1
"9426" -114.5 63.5 1
"9427" -113.5 63.5 1
"9428" -112.5 63.5 1
"9429" -111.5 63.5 1
"9430" -110.5 63.5 1
"9431" -109.5 63.5 1
"9432" -108.5 63.5 1
"9433" -107.5 63.5 1
"9434" -106.5 63.5 1
"9435" -105.5 63.5 1
"9436" -104.5 63.5 1
"9437" -103.5 63.5 1
"9438" -102.5 63.5 1
"9439" -101.5 63.5 1
"9440" -100.5 63.5 1
"9441" -99.5 63.5 1
"9442" -98.5 63.5 1
"9443" -97.5 63.5 1
"9444" -96.5 63.5 1
"9445" -95.5 63.5 1
"9446" -94.5 63.5 1
"9447" -93.5 63.5 1
"9448" -92.5 63.5 1
"9449" -91.5 63.5 1
"9450" -90.5 63.5 0.75
"9451" -89.5 63.5 0.25
"9452" -88.5 63.5 0.25
"9453" -87.5 63.5 0.25
"9454" -86.5 63.5 0.5
"9455" -85.5 63.5 1
"9456" -84.5 63.5 0.75
"9457" -83.5 63.5 0.5
"9458" -82.5 63.5 0.5
"9459" -81.5 63.5 0.75
"9460" -80.5 63.5 0.5
"9461" -79.5 63.5 0
"9462" -78.5 63.5 0.25
"9463" -77.5 63.5 1
"9464" -76.5 63.5 0.5
"9465" -75.5 63.5 0
"9466" -74.5 63.5 0
"9467" -73.5 63.5 0
"9468" -72.5 63.5 0.5
"9469" -71.5 63.5 1
"9470" -70.5 63.5 1
"9471" -69.5 63.5 1
"9472" -68.5 63.5 1
"9473" -67.5 63.5 1
"9474" -66.5 63.5 1
"9475" -65.5 63.5 1
"9476" -64.5 63.5 0.5
"9477" -63.5 63.5 0
"9478" -62.5 63.5 0
"9479" -61.5 63.5 0
"9480" -60.5 63.5 0
"9481" -59.5 63.5 0
"9482" -58.5 63.5 0
"9483" -57.5 63.5 0
"9484" -56.5 63.5 0
"9485" -55.5 63.5 0
"9486" -54.5 63.5 0
"9487" -53.5 63.5 0
"9488" -52.5 63.5 0
"9489" -51.5 63.5 0.75
"9490" -50.5 63.5 1
"9491" -49.5 63.5 1
"9492" -48.5 63.5 1
"9493" -47.5 63.5 1
"9494" -46.5 63.5 1
"9495" -45.5 63.5 1
"9496" -44.5 63.5 1
"9497" -43.5 63.5 1
"9498" -42.5 63.5 1
"9499" -41.5 63.5 1
"9500" -40.5 63.5 0.25
"9501" -39.5 63.5 0
"9502" -38.5 63.5 0
"9503" -37.5 63.5 0
"9504" -36.5 63.5 0
"9505" -35.5 63.5 0
"9506" -34.5 63.5 0
"9507" -33.5 63.5 0
"9508" -32.5 63.5 0
"9509" -31.5 63.5 0
"9510" -30.5 63.5 0
"9511" -29.5 63.5 0
"9512" -28.5 63.5 0
"9513" -27.5 63.5 0
"9514" -26.5 63.5 0
"9515" -25.5 63.5 0
"9516" -24.5 63.5 0
"9517" -23.5 63.5 0
"9518" -22.5 63.5 0.5
"9519" -21.5 63.5 0.5
"9520" -20.5 63.5 0.75
"9521" -19.5 63.5 0.75
"9522" -18.5 63.5 1
"9523" -17.5 63.5 0.5
"9524" -16.5 63.5 0.25
"9525" -15.5 63.5 0
"9526" -14.5 63.5 0
"9527" -13.5 63.5 0
"9528" -12.5 63.5 0
"9529" -11.5 63.5 0
"9530" -10.5 63.5 0
"9531" -9.5 63.5 0
"9532" -8.5 63.5 0
"9533" -7.5 63.5 0
"9534" -6.5 63.5 0
"9535" -5.5 63.5 0
"9536" -4.5 63.5 0
"9537" -3.5 63.5 0
"9538" -2.5 63.5 0
"9539" -1.5 63.5 0
"9540" -0.5 63.5 0
"9541" 0.5 63.5 0
"9542" 1.5 63.5 0
"9543" 2.5 63.5 0
"9544" 3.5 63.5 0
"9545" 4.5 63.5 0
"9546" 5.5 63.5 0
"9547" 6.5 63.5 0
"9548" 7.5 63.5 0.5
"9549" 8.5 63.5 1
"9550" 9.5 63.5 1
"9551" 10.5 63.5 1
"9552" 11.5 63.5 1
"9553" 12.5 63.5 1
"9554" 13.5 63.5 1
"9555" 14.5 63.5 1
"9556" 15.5 63.5 1
"9557" 16.5 63.5 1
"9558" 17.5 63.5 1
"9559" 18.5 63.5 1
"9560" 19.5 63.5 1
"9561" 20.5 63.5 0.5
"9562" 21.5 63.5 0.5
"9563" 22.5 63.5 1
"9564" 23.5 63.5 1
"9565" 24.5 63.5 1
"9566" 25.5 63.5 1
"9567" 26.5 63.5 1
"9568" 27.5 63.5 1
"9569" 28.5 63.5 1
"9570" 29.5 63.5 1
"9571" 30.5 63.5 1
"9572" 31.5 63.5 1
"9573" 32.5 63.5 1
"9574" 33.5 63.5 1
"9575" 34.5 63.5 1
"9576" 35.5 63.5 1
"9577" 36.5 63.5 1
"9578" 37.5 63.5 1
"9579" 38.5 63.5 1
"9580" 39.5 63.5 1
"9581" 40.5 63.5 1
"9582" 41.5 63.5 1
"9583" 42.5 63.5 1
"9584" 43.5 63.5 1
"9585" 44.5 63.5 1
"9586" 45.5 63.5 1
"9587" 46.5 63.5 1
"9588" 47.5 63.5 1
"9589" 48.5 63.5 1
"9590" 49.5 63.5 1
"9591" 50.5 63.5 1
"9592" 51.5 63.5 1
"9593" 52.5 63.5 1
"9594" 53.5 63.5 1
"9595" 54.5 63.5 1
"9596" 55.5 63.5 1
"9597" 56.5 63.5 1
"9598" 57.5 63.5 1
"9599" 58.5 63.5 1
"9600" 59.5 63.5 1
"9601" 60.5 63.5 1
"9602" 61.5 63.5 1
"9603" 62.5 63.5 1
"9604" 63.5 63.5 1
"9605" 64.5 63.5 1
"9606" 65.5 63.5 1
"9607" 66.5 63.5 1
"9608" 67.5 63.5 1
"9609" 68.5 63.5 1
"9610" 69.5 63.5 1
"9611" 70.5 63.5 1
"9612" 71.5 63.5 1
"9613" 72.5 63.5 1
"9614" 73.5 63.5 1
"9615" 74.5 63.5 1
"9616" 75.5 63.5 1
"9617" 76.5 63.5 1
"9618" 77.5 63.5 1
"9619" 78.5 63.5 1
"9620" 79.5 63.5 1
"9621" 80.5 63.5 1
"9622" 81.5 63.5 1
"9623" 82.5 63.5 1
"9624" 83.5 63.5 1
"9625" 84.5 63.5 1
"9626" 85.5 63.5 1
"9627" 86.5 63.5 1
"9628" 87.5 63.5 1
"9629" 88.5 63.5 1
"9630" 89.5 63.5 1
"9631" 90.5 63.5 1
"9632" 91.5 63.5 1
"9633" 92.5 63.5 1
"9634" 93.5 63.5 1
"9635" 94.5 63.5 1
"9636" 95.5 63.5 1
"9637" 96.5 63.5 1
"9638" 97.5 63.5 1
"9639" 98.5 63.5 1
"9640" 99.5 63.5 1
"9641" 100.5 63.5 1
"9642" 101.5 63.5 1
"9643" 102.5 63.5 1
"9644" 103.5 63.5 1
"9645" 104.5 63.5 1
"9646" 105.5 63.5 1
"9647" 106.5 63.5 1
"9648" 107.5 63.5 1
"9649" 108.5 63.5 1
"9650" 109.5 63.5 1
"9651" 110.5 63.5 1
"9652" 111.5 63.5 1
"9653" 112.5 63.5 1
"9654" 113.5 63.5 1
"9655" 114.5 63.5 1
"9656" 115.5 63.5 1
"9657" 116.5 63.5 1
"9658" 117.5 63.5 1
"9659" 118.5 63.5 1
"9660" 119.5 63.5 1
"9661" 120.5 63.5 1
"9662" 121.5 63.5 1
"9663" 122.5 63.5 1
"9664" 123.5 63.5 1
"9665" 124.5 63.5 1
"9666" 125.5 63.5 1
"9667" 126.5 63.5 1
"9668" 127.5 63.5 1
"9669" 128.5 63.5 1
"9670" 129.5 63.5 1
"9671" 130.5 63.5 1
"9672" 131.5 63.5 1
"9673" 132.5 63.5 1
"9674" 133.5 63.5 1
"9675" 134.5 63.5 1
"9676" 135.5 63.5 1
"9677" 136.5 63.5 1
"9678" 137.5 63.5 1
"9679" 138.5 63.5 1
"9680" 139.5 63.5 1
"9681" 140.5 63.5 1
"9682" 141.5 63.5 1
"9683" 142.5 63.5 1
"9684" 143.5 63.5 1
"9685" 144.5 63.5 1
"9686" 145.5 63.5 1
"9687" 146.5 63.5 1
"9688" 147.5 63.5 1
"9689" 148.5 63.5 1
"9690" 149.5 63.5 1
"9691" 150.5 63.5 1
"9692" 151.5 63.5 1
"9693" 152.5 63.5 1
"9694" 153.5 63.5 1
"9695" 154.5 63.5 1
"9696" 155.5 63.5 1
"9697" 156.5 63.5 1
"9698" 157.5 63.5 1
"9699" 158.5 63.5 1
"9700" 159.5 63.5 1
"9701" 160.5 63.5 1
"9702" 161.5 63.5 1
"9703" 162.5 63.5 1
"9704" 163.5 63.5 1
"9705" 164.5 63.5 1
"9706" 165.5 63.5 1
"9707" 166.5 63.5 1
"9708" 167.5 63.5 1
"9709" 168.5 63.5 1
"9710" 169.5 63.5 1
"9711" 170.5 63.5 1
"9712" 171.5 63.5 1
"9713" 172.5 63.5 1
"9714" 173.5 63.5 1
"9715" 174.5 63.5 1
"9716" 175.5 63.5 1
"9717" 176.5 63.5 1
"9718" 177.5 63.5 1
"9719" 178.5 63.5 1
"9720" 179.5 63.5 0.25
"9721" -179.5 62.5 0
"9722" -178.5 62.5 0
"9723" -177.5 62.5 0
"9724" -176.5 62.5 0
"9725" -175.5 62.5 0
"9726" -174.5 62.5 0
"9727" -173.5 62.5 0
"9728" -172.5 62.5 0
"9729" -171.5 62.5 0
"9730" -170.5 62.5 0
"9731" -169.5 62.5 0
"9732" -168.5 62.5 0
"9733" -167.5 62.5 0
"9734" -166.5 62.5 0
"9735" -165.5 62.5 0.5
"9736" -164.5 62.5 1
"9737" -163.5 62.5 1
"9738" -162.5 62.5 1
"9739" -161.5 62.5 1
"9740" -160.5 62.5 1
"9741" -159.5 62.5 1
"9742" -158.5 62.5 1
"9743" -157.5 62.5 1
"9744" -156.5 62.5 1
"9745" -155.5 62.5 1
"9746" -154.5 62.5 1
"9747" -153.5 62.5 1
"9748" -152.5 62.5 1
"9749" -151.5 62.5 1
"9750" -150.5 62.5 1
"9751" -149.5 62.5 1
"9752" -148.5 62.5 1
"9753" -147.5 62.5 1
"9754" -146.5 62.5 1
"9755" -145.5 62.5 1
"9756" -144.5 62.5 1
"9757" -143.5 62.5 1
"9758" -142.5 62.5 1
"9759" -141.5 62.5 1
"9760" -140.5 62.5 1
"9761" -139.5 62.5 1
"9762" -138.5 62.5 1
"9763" -137.5 62.5 1
"9764" -136.5 62.5 1
"9765" -135.5 62.5 1
"9766" -134.5 62.5 1
"9767" -133.5 62.5 1
"9768" -132.5 62.5 1
"9769" -131.5 62.5 1
"9770" -130.5 62.5 1
"9771" -129.5 62.5 1
"9772" -128.5 62.5 1
"9773" -127.5 62.5 1
"9774" -126.5 62.5 1
"9775" -125.5 62.5 1
"9776" -124.5 62.5 1
"9777" -123.5 62.5 1
"9778" -122.5 62.5 1
"9779" -121.5 62.5 1
"9780" -120.5 62.5 1
"9781" -119.5 62.5 1
"9782" -118.5 62.5 1
"9783" -117.5 62.5 1
"9784" -116.5 62.5 1
"9785" -115.5 62.5 1
"9786" -114.5 62.5 1
"9787" -113.5 62.5 1
"9788" -112.5 62.5 1
"9789" -111.5 62.5 1
"9790" -110.5 62.5 1
"9791" -109.5 62.5 1
"9792" -108.5 62.5 1
"9793" -107.5 62.5 1
"9794" -106.5 62.5 1
"9795" -105.5 62.5 1
"9796" -104.5 62.5 1
"9797" -103.5 62.5 1
"9798" -102.5 62.5 1
"9799" -101.5 62.5 1
"9800" -100.5 62.5 1
"9801" -99.5 62.5 1
"9802" -98.5 62.5 1
"9803" -97.5 62.5 1
"9804" -96.5 62.5 1
"9805" -95.5 62.5 1
"9806" -94.5 62.5 1
"9807" -93.5 62.5 1
"9808" -92.5 62.5 1
"9809" -91.5 62.5 0.5
"9810" -90.5 62.5 0.25
"9811" -89.5 62.5 0
"9812" -88.5 62.5 0
"9813" -87.5 62.5 0
"9814" -86.5 62.5 0
"9815" -85.5 62.5 0
"9816" -84.5 62.5 0
"9817" -83.5 62.5 1
"9818" -82.5 62.5 1
"9819" -81.5 62.5 0.25
"9820" -80.5 62.5 0.25
"9821" -79.5 62.5 0.5
"9822" -78.5 62.5 0.5
"9823" -77.5 62.5 0.75
"9824" -76.5 62.5 0.5
"9825" -75.5 62.5 0.5
"9826" -74.5 62.5 0.75
"9827" -73.5 62.5 0.5
"9828" -72.5 62.5 0.25
"9829" -71.5 62.5 0.25
"9830" -70.5 62.5 0.5
"9831" -69.5 62.5 0.75
"9832" -68.5 62.5 1
"9833" -67.5 62.5 1
"9834" -66.5 62.5 1
"9835" -65.5 62.5 0.5
"9836" -64.5 62.5 0.75
"9837" -63.5 62.5 0
"9838" -62.5 62.5 0
"9839" -61.5 62.5 0
"9840" -60.5 62.5 0
"9841" -59.5 62.5 0
"9842" -58.5 62.5 0
"9843" -57.5 62.5 0
"9844" -56.5 62.5 0
"9845" -55.5 62.5 0
"9846" -54.5 62.5 0
"9847" -53.5 62.5 0
"9848" -52.5 62.5 0
"9849" -51.5 62.5 0
"9850" -50.5 62.5 0.5
"9851" -49.5 62.5 1
"9852" -48.5 62.5 1
"9853" -47.5 62.5 1
"9854" -46.5 62.5 1
"9855" -45.5 62.5 1
"9856" -44.5 62.5 1
"9857" -43.5 62.5 1
"9858" -42.5 62.5 1
"9859" -41.5 62.5 0.25
"9860" -40.5 62.5 0
"9861" -39.5 62.5 0
"9862" -38.5 62.5 0
"9863" -37.5 62.5 0
"9864" -36.5 62.5 0
"9865" -35.5 62.5 0
"9866" -34.5 62.5 0
"9867" -33.5 62.5 0
"9868" -32.5 62.5 0
"9869" -31.5 62.5 0
"9870" -30.5 62.5 0
"9871" -29.5 62.5 0
"9872" -28.5 62.5 0
"9873" -27.5 62.5 0
"9874" -26.5 62.5 0
"9875" -25.5 62.5 0
"9876" -24.5 62.5 0
"9877" -23.5 62.5 0
"9878" -22.5 62.5 0
"9879" -21.5 62.5 0
"9880" -20.5 62.5 0
"9881" -19.5 62.5 0
"9882" -18.5 62.5 0
"9883" -17.5 62.5 0
"9884" -16.5 62.5 0
"9885" -15.5 62.5 0
"9886" -14.5 62.5 0
"9887" -13.5 62.5 0
"9888" -12.5 62.5 0
"9889" -11.5 62.5 0
"9890" -10.5 62.5 0
"9891" -9.5 62.5 0
"9892" -8.5 62.5 0
"9893" -7.5 62.5 0.25
"9894" -6.5 62.5 0.5
"9895" -5.5 62.5 0
"9896" -4.5 62.5 0
"9897" -3.5 62.5 0
"9898" -2.5 62.5 0
"9899" -1.5 62.5 0
"9900" -0.5 62.5 0
"9901" 0.5 62.5 0
"9902" 1.5 62.5 0
"9903" 2.5 62.5 0
"9904" 3.5 62.5 0
"9905" 4.5 62.5 0
"9906" 5.5 62.5 0.5
"9907" 6.5 62.5 1
"9908" 7.5 62.5 1
"9909" 8.5 62.5 1
"9910" 9.5 62.5 1
"9911" 10.5 62.5 1
"9912" 11.5 62.5 1
"9913" 12.5 62.5 1
"9914" 13.5 62.5 1
"9915" 14.5 62.5 1
"9916" 15.5 62.5 1
"9917" 16.5 62.5 1
"9918" 17.5 62.5 1
"9919" 18.5 62.5 0.5
"9920" 19.5 62.5 0
"9921" 20.5 62.5 0
"9922" 21.5 62.5 1
"9923" 22.5 62.5 1
"9924" 23.5 62.5 1
"9925" 24.5 62.5 1
"9926" 25.5 62.5 1
"9927" 26.5 62.5 1
"9928" 27.5 62.5 1
"9929" 28.5 62.5 1
"9930" 29.5 62.5 1
"9931" 30.5 62.5 1
"9932" 31.5 62.5 1
"9933" 32.5 62.5 1
"9934" 33.5 62.5 1
"9935" 34.5 62.5 1
"9936" 35.5 62.5 1
"9937" 36.5 62.5 1
"9938" 37.5 62.5 1
"9939" 38.5 62.5 1
"9940" 39.5 62.5 1
"9941" 40.5 62.5 1
"9942" 41.5 62.5 1
"9943" 42.5 62.5 1
"9944" 43.5 62.5 1
"9945" 44.5 62.5 1
"9946" 45.5 62.5 1
"9947" 46.5 62.5 1
"9948" 47.5 62.5 1
"9949" 48.5 62.5 1
"9950" 49.5 62.5 1
"9951" 50.5 62.5 1
"9952" 51.5 62.5 1
"9953" 52.5 62.5 1
"9954" 53.5 62.5 1
"9955" 54.5 62.5 1
"9956" 55.5 62.5 1
"9957" 56.5 62.5 1
"9958" 57.5 62.5 1
"9959" 58.5 62.5 1
"9960" 59.5 62.5 1
"9961" 60.5 62.5 1
"9962" 61.5 62.5 1
"9963" 62.5 62.5 1
"9964" 63.5 62.5 1
"9965" 64.5 62.5 1
"9966" 65.5 62.5 1
"9967" 66.5 62.5 1
"9968" 67.5 62.5 1
"9969" 68.5 62.5 1
"9970" 69.5 62.5 1
"9971" 70.5 62.5 1
"9972" 71.5 62.5 1
"9973" 72.5 62.5 1
"9974" 73.5 62.5 1
"9975" 74.5 62.5 1
"9976" 75.5 62.5 1
"9977" 76.5 62.5 1
"9978" 77.5 62.5 1
"9979" 78.5 62.5 1
"9980" 79.5 62.5 1
"9981" 80.5 62.5 1
"9982" 81.5 62.5 1
"9983" 82.5 62.5 1
"9984" 83.5 62.5 1
"9985" 84.5 62.5 1
"9986" 85.5 62.5 1
"9987" 86.5 62.5 1
"9988" 87.5 62.5 1
"9989" 88.5 62.5 1
"9990" 89.5 62.5 1
"9991" 90.5 62.5 1
"9992" 91.5 62.5 1
"9993" 92.5 62.5 1
"9994" 93.5 62.5 1
"9995" 94.5 62.5 1
"9996" 95.5 62.5 1
"9997" 96.5 62.5 1
"9998" 97.5 62.5 1
"9999" 98.5 62.5 1
"10000" 99.5 62.5 1
"10001" 100.5 62.5 1
"10002" 101.5 62.5 1
"10003" 102.5 62.5 1
"10004" 103.5 62.5 1
"10005" 104.5 62.5 1
"10006" 105.5 62.5 1
"10007" 106.5 62.5 1
"10008" 107.5 62.5 1
"10009" 108.5 62.5 1
"10010" 109.5 62.5 1
"10011" 110.5 62.5 1
"10012" 111.5 62.5 1
"10013" 112.5 62.5 1
"10014" 113.5 62.5 1
"10015" 114.5 62.5 1
"10016" 115.5 62.5 1
"10017" 116.5 62.5 1
"10018" 117.5 62.5 1
"10019" 118.5 62.5 1
"10020" 119.5 62.5 1
"10021" 120.5 62.5 1
"10022" 121.5 62.5 1
"10023" 122.5 62.5 1
"10024" 123.5 62.5 1
"10025" 124.5 62.5 1
"10026" 125.5 62.5 1
"10027" 126.5 62.5 1
"10028" 127.5 62.5 1
"10029" 128.5 62.5 1
"10030" 129.5 62.5 1
"10031" 130.5 62.5 1
"10032" 131.5 62.5 1
"10033" 132.5 62.5 1
"10034" 133.5 62.5 1
"10035" 134.5 62.5 1
"10036" 135.5 62.5 1
"10037" 136.5 62.5 1
"10038" 137.5 62.5 1
"10039" 138.5 62.5 1
"10040" 139.5 62.5 1
"10041" 140.5 62.5 1
"10042" 141.5 62.5 1
"10043" 142.5 62.5 1
"10044" 143.5 62.5 1
"10045" 144.5 62.5 1
"10046" 145.5 62.5 1
"10047" 146.5 62.5 1
"10048" 147.5 62.5 1
"10049" 148.5 62.5 1
"10050" 149.5 62.5 1
"10051" 150.5 62.5 1
"10052" 151.5 62.5 1
"10053" 152.5 62.5 1
"10054" 153.5 62.5 1
"10055" 154.5 62.5 1
"10056" 155.5 62.5 1
"10057" 156.5 62.5 1
"10058" 157.5 62.5 1
"10059" 158.5 62.5 1
"10060" 159.5 62.5 1
"10061" 160.5 62.5 1
"10062" 161.5 62.5 1
"10063" 162.5 62.5 1
"10064" 163.5 62.5 0.75
"10065" 164.5 62.5 1
"10066" 165.5 62.5 1
"10067" 166.5 62.5 1
"10068" 167.5 62.5 1
"10069" 168.5 62.5 1
"10070" 169.5 62.5 1
"10071" 170.5 62.5 1
"10072" 171.5 62.5 1
"10073" 172.5 62.5 1
"10074" 173.5 62.5 1
"10075" 174.5 62.5 1
"10076" 175.5 62.5 1
"10077" 176.5 62.5 1
"10078" 177.5 62.5 0.5
"10079" 178.5 62.5 1
"10080" 179.5 62.5 0.75
"10081" -179.5 61.5 0
"10082" -178.5 61.5 0
"10083" -177.5 61.5 0
"10084" -176.5 61.5 0
"10085" -175.5 61.5 0
"10086" -174.5 61.5 0
"10087" -173.5 61.5 0
"10088" -172.5 61.5 0
"10089" -171.5 61.5 0
"10090" -170.5 61.5 0
"10091" -169.5 61.5 0
"10092" -168.5 61.5 0
"10093" -167.5 61.5 0
"10094" -166.5 61.5 0.5
"10095" -165.5 61.5 1
"10096" -164.5 61.5 1
"10097" -163.5 61.5 1
"10098" -162.5 61.5 1
"10099" -161.5 61.5 1
"10100" -160.5 61.5 1
"10101" -159.5 61.5 1
"10102" -158.5 61.5 1
"10103" -157.5 61.5 1
"10104" -156.5 61.5 1
"10105" -155.5 61.5 1
"10106" -154.5 61.5 1
"10107" -153.5 61.5 1
"10108" -152.5 61.5 1
"10109" -151.5 61.5 1
"10110" -150.5 61.5 1
"10111" -149.5 61.5 1
"10112" -148.5 61.5 1
"10113" -147.5 61.5 1
"10114" -146.5 61.5 1
"10115" -145.5 61.5 1
"10116" -144.5 61.5 1
"10117" -143.5 61.5 1
"10118" -142.5 61.5 1
"10119" -141.5 61.5 1
"10120" -140.5 61.5 1
"10121" -139.5 61.5 1
"10122" -138.5 61.5 1
"10123" -137.5 61.5 1
"10124" -136.5 61.5 1
"10125" -135.5 61.5 1
"10126" -134.5 61.5 1
"10127" -133.5 61.5 1
"10128" -132.5 61.5 1
"10129" -131.5 61.5 1
"10130" -130.5 61.5 1
"10131" -129.5 61.5 1
"10132" -128.5 61.5 1
"10133" -127.5 61.5 1
"10134" -126.5 61.5 1
"10135" -125.5 61.5 1
"10136" -124.5 61.5 1
"10137" -123.5 61.5 1
"10138" -122.5 61.5 1
"10139" -121.5 61.5 1
"10140" -120.5 61.5 1
"10141" -119.5 61.5 1
"10142" -118.5 61.5 1
"10143" -117.5 61.5 1
"10144" -116.5 61.5 1
"10145" -115.5 61.5 1
